271,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,18/06/2014,27/06/2014,Fundición para metales,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Mario Antonio Miranda Castro,1,19/12/2014 20:55,014-002-682-95,14-98B-PS-ll-18-03,11037
272,Aceites lubricantes usados,RPM/01,40,Kg,Toxico Inflamable ,Mantenimiento,25/06/2014,27/06/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Mario Antonio Miranda Castro,1,19/12/2014 20:56,014-002-682-95,14-98B-PS-ll-18-03,11037
273,Sólidos de mantenimiento automotriz,SO2,4,Kg,Toxico ,Mantenimiento,25/06/2014,27/06/2014,Fundición para metales,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Mario Antonio Miranda Castro,1,19/12/2014 20:56,014-002-682-95,14-98B-PS-ll-18-03,11037
274,Disolventes orgánicos usados,RPM/02,50,Kg,Toxico Inflamable ,Mantenimiento,02/06/2014,27/06/2014,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Harín Paul Ayala,1,06/02/2015 16:33,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,85
275,Sólidos de mantenimiento automotriz,SO2,50,Kg,Toxico ,Mantenimiento,20/04/2014,28/04/2014,Coprocesamiento,JOSÉ MANUEL OROZCO SÁNCHEZ,JOSÉ MANUEL OROZCO SÁNCHEZ,Harin Paul Ayala,1,09/02/2015 22:39,14-120B-PS-I-I04-2012,14-120B-PS-I-I083-2012,1259 B
276,Sólidos impregnados (aserrín),SO2,50,Kg,Toxico ,Mantenimiento,20/04/2014,28/04/2014,Coprocesamiento,JOSÉ MANUEL OROZCO SÁNCHEZ,JOSÉ MANUEL OROZCO SÁNCHEZ,Harin Paul Ayala,1,09/02/2015 22:47,14-120B-PS-I-I04-2012,14-120B-PS-I-I083-2012,1259 B
277,Telas o pieles impregnadas de residuos peligrosos,SO1,50,Kg,Toxico ,Mantenimiento,20/04/2014,28/04/2014,Coprocesamiento,JOSÉ MANUEL OROZCO SÁNCHEZ,JOSÉ MANUEL OROZCO SÁNCHEZ,Harin Paul Ayala,1,09/02/2015 22:49,14-120B-PS-I-I04-2012,14-120B-PS-I-I083-2012,1259 B
278,Sólidos con metales pesados,SO5,190,Kg,Toxico ,Laboratorio,09/05/2014,24/05/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 18:17,06-10-PS-I-01-2011,06-09-ll-01-2011,81
279,Sólidos con metales pesados,SO5,260,Kg,Toxico ,Laboratorio,23/05/2014,24/05/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 18:19,06-10-PS-I-01-2011,06-09-ll-01-2011,81
280,Sólidos con metales pesados,SO5,220,Kg,Toxico ,Laboratorio,06/06/2014,21/06/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:13,06-10-PS-I-01-2011,06-09-ll-01-2011,84
281,Sólidos con metales pesados,SO5,230,Kg,Toxico ,Laboratorio,20/06/2014,21/06/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:14,06-10-PS-I-01-2011,06-09-ll-01-2011,84
282,Sólidos con metales pesados,SO5,270,Kg,Toxico ,Laboratorio,04/07/2014,19/07/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:22,06-10-PS-I-01-2011,06-09-ll-01-2011,93
283,Sólidos con metales pesados,SO5,310,Kg,Toxico ,Laboratorio,18/07/2014,19/07/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:24,06-10-PS-I-01-2011,06-09-ll-01-2011,93
284,Sólidos con metales pesados,SO5,250,Kg,Toxico ,Laboratorio,01/08/2014,23/08/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:28,06-10-PS-I-01-2011,06-09-ll-01-2011,103
285,Sólidos con metales pesados,SO5,310,Kg,Toxico ,Laboratorio,15/08/2014,23/08/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:29,06-10-PS-I-01-2011,06-09-ll-01-2011,103
286,Sólidos con metales pesados,SO5,280,Kg,Toxico ,Laboratorio,29/08/2014,20/09/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:31,06-10-PS-I-01-2011,06-09-ll-01-2011,106
287,Sólidos con metales pesados,SO5,170,Kg,Toxico ,Laboratorio,12/09/2014,20/09/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:33,06-10-PS-I-01-2011,06-09-ll-01-2011,106
288,Sólidos con metales pesados,SO5,250,Kg,Toxico ,Laboratorio,03/10/2014,18/10/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:35,06-10-PS-I-01-2011,06-09-ll-01-2011,114
289,Sólidos con metales pesados,SO5,240,Kg,Toxico ,Laboratorio,17/10/2014,18/10/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:37,06-10-PS-I-01-2011,06-09-ll-01-2011,114
290,Sólidos con metales pesados,SO5,220,Kg,Toxico ,Laboratorio,31/10/2014,15/11/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:38,06-10-PS-I-01-2011,06-09-ll-01-2011,121
291,Sólidos con metales pesados,SO5,230,Kg,Toxico ,Laboratorio,14/11/2014,15/11/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:39,06-10-PS-I-01-2011,06-09-ll-01-2011,121
292,Sólidos con metales pesados,SO5,300,Kg,Toxico ,Laboratorio,05/12/2014,20/12/2014,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:42,06-10-PS-I-01-2011,06-09-ll-01-2011,125
293,Sólidos con metales pesados,SO5,330,Kg,Toxico ,Laboratorio,19/12/2014,20/12/2014,Confinamiento controlado,,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:43,,06-09-ll-01-2011,125
294,Sólidos con metales pesados,SO5,150,Kg,Toxico ,Laboratorio,07/01/2015,17/01/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:45,06-10-PS-I-01-2011,06-09-ll-01-2011,129
295,Sólidos con metales pesados,SO5,150,Kg,Toxico ,Laboratorio,16/01/2015,17/01/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:46,06-10-PS-I-01-2011,06-09-ll-01-2011,129
296,Sólidos con metales pesados,SO5,300,Kg,Toxico ,Laboratorio,30/01/2015,21/02/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:56,06-10-PS-I-01-2011,06-09-ll-01-2011,134
297,Sólidos con metales pesados,SO5,340,Kg,Toxico ,Laboratorio,18/02/2015,21/02/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:57,06-10-PS-I-01-2011,06-09-ll-01-2011,134
298,Sólidos con metales pesados,SO5,240,Kg,Toxico ,Laboratorio,06/03/2015,21/03/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 22:59,06-10-PS-I-01-2011,06-09-ll-01-2011,142
299,Sólidos con metales pesados,SO5,260,Kg,Toxico ,Horno,19/03/2015,21/03/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 23:00,06-10-PS-I-01-2011,06-09-ll-01-2011,142
300,Sólidos con metales pesados,SO5,210,Kg,Toxico ,Laboratorio,03/04/2015,17/04/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 23:10,06-10-PS-I-01-2011,06-09-ll-01-2011,146
301,Sólidos con metales pesados,SO5,240,Kg,Toxico ,Laboratorio,15/04/2015,17/04/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 23:12,06-10-PS-I-01-2011,06-09-ll-01-2011,146
302,Sólidos con metales pesados,SO5,200,Kg,Toxico ,Laboratorio,01/05/2015,16/05/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 23:15,06-10-PS-I-01-2011,06-09-ll-01-2011,154
303,Sólidos con metales pesados,SO5,240,Kg,Toxico ,Laboratorio,15/05/2015,16/05/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 23:17,06-10-PS-I-01-2011,06-09-ll-01-2011,154
304,Sólidos con metales pesados,SO5,60,Kg,Toxico ,Dirección Administrativa,18/05/2015,28/05/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:24,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,157
305,Sólidos con metales pesados,SO5,7,Kg,Toxico ,Dirección Administrativa,22/05/2015,28/05/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:24,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,157
306,Sólidos con metales pesados,SO5,130,Kg,Toxico ,Peñasquitos,18/05/2015,28/07/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:25,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,157
307,Sólidos con metales pesados,SO5,150,Kg,Toxico ,Edificio Macías,26/05/2015,28/05/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:26,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,157
308,Sólidos con metales pesados,SO5,186,Kg,Toxico ,Hazesa-Peñasquito,12/06/2015,18/06/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:30,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,165
309,Sólidos con metales pesados,SO5,14,Kg,Toxico ,Dirección Administrativa,08/06/2015,18/06/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:31,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,165
310,Sólidos con metales pesados,SO5,22,Kg,Toxico ,Macías-TMC,15/06/2015,18/06/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:32,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,165
311,Sólidos con metales pesados,SO5,30,Kg,Toxico ,Macías-Impala,16/06/2015,18/06/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:33,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,165
312,Sólidos con metales pesados,SO5,210,Kg,Toxico ,Laboratorio,05/06/2015,20/06/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 23:38,06-10-PS-I-01-2011,06-09-ll-01-2011,166
313,Sólidos con metales pesados,SO5,250,Kg,Toxico ,Laboratorio,18/06/2015,20/06/2015,Confinamiento controlado,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),José Antonio Huitrón,1,15/07/2015 23:39,06-10-PS-I-01-2011,06-09-ll-01-2011,166
314,Sólidos con metales pesados,SO5,236,Kg,Toxico ,Hazesa-Peñasquito,01/07/2015,16/07/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:41,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,174
315,Sólidos con metales pesados,SO5,3,Kg,Toxico ,RRH,06/07/2015,16/07/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:42,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,174
316,Sólidos con metales pesados,SO5,51,Kg,Toxico ,Macías-TMC,10/07/2015,16/07/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:43,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,174
317,Sólidos con metales pesados,SO5,41,Kg,Toxico ,Macías-Impala,10/07/2015,16/07/2015,Confinamiento controlado,Ricardo Díaz Virgen,Enviro Pro S.A. de C.V.,José Antonio Huitrón,1,15/07/2015 23:44,06-10-PS-I-01-2011,14-120B-PS-II-086-2013,174
318,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,03/12/2012,10/01/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:21,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10371
319,Sólidos de mantenimiento automotriz,SO2,40,Kg,Toxico ,Área de servicio,03/12/2012,10/01/2013,Recuperación,Alicia Huerta Rodríguez y/o recolecciòn de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:21,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10371
320,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,01/01/2013,10/01/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolecciòn de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:24,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10371
321,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Área de servicio,22/02/2013,19/04/2013,Formulación de combustibles alternos,Ricardo Campos Campos,Eco Amere S.A. de C.V.,Victor Manuel Villaseñor,1,08/03/2016 20:45,CACB80600311,14-IV-39-12 ,387
322,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Área de servicio,12/03/2013,19/04/2013,Formulación de combustibles alternos,Ricardo Campos Campos,Eco Amere S.A. de C.V.,Victor Manuel Villaseñor,1,08/03/2016 20:45,CACB80600311,14-IV-39-12 ,387
323,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Área de servicio,20/05/2013,20/07/2013,Formulación de combustibles alternos,Ricardo Campos Campos,EK Ambiental S.A. de C.V.,Victor Manuel Villaseñor,1,08/03/2016 20:35,CACB80600311,14-II-06-11,528
324,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Àrea de servicio,12/06/2013,20/07/2013,Recuperación,Ricardo Campos Campos,EK Ambiental S.A. de C.V.,Victor Manuel Villaseñor,1,08/03/2016 20:36,CACB80600311,14-II-06-11,528
325,Aceites lubricantes usados,RPM/01,90,Kg,Toxico Inflamable ,Área de servicio,26/07/2013,28/08/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolecciòn de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:36,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10036
326,Sólidos de mantenimiento automotriz,SO2,30,Kg,Toxico ,Área de servicio,01/08/2013,28/08/2013,Recuperación,Alicia Huerta Rodríguez y/o recolecciòn de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:39,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10036
327,Aceites lubricantes usados,RPM/01,160,Kg,Toxico Inflamable ,Área de servicio,13/08/2013,28/08/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolecciòn de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:41,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10036
328,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Área de servicio,02/09/2013,25/09/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:45,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10100
329,Sólidos de mantenimiento automotriz,SO2,25,Kg,Toxico ,Área de servicio,03/09/2013,25/09/2013,Recuperación,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:47,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10100
330,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Área de servicio,13/09/2013,25/09/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:48,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10100
331,Aceites lubricantes usados,RPM/01,190,Kg,Toxico Inflamable ,Área de servicio,10/10/2013,19/11/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:50,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10266
332,Aceites lubricantes usados,RPM/01,190,Kg,Toxico Inflamable ,Área de servicio,04/11/2013,19/11/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:51,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10266
333,Sólidos de mantenimiento automotriz,SO2,35,Kg,Toxico ,Área de servicio,05/11/2013,19/11/2013,Recuperación,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:52,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10266
334,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,20/12/2013,20/02/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:54,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10529
335,Sólidos de mantenimiento automotriz,SO2,25,Kg,Toxico ,Área de servicio,02/01/2014,20/02/2014,Recuperación,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:55,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10529
336,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,04/03/2014,04/04/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:57,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10745
337,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Área de servicio,07/03/2014,04/04/2014,Recuperación,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 16:58,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10745
338,Aceites lubricantes usados,RPM/01,15,Kg,Toxico Inflamable ,Área de servicio,14/04/2014,16/05/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:00,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10935
339,Sólidos de mantenimiento automotriz,SO2,40,Kg,Toxico ,Área de servicio,19/05/2014,22/05/2014,Recuperación,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:02,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10950
340,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,19/05/2014,22/05/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:03,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10950
341,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,21/05/2014,22/05/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:05,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,10950
342,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,13/06/2014,27/06/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,,Victor Manuel Villaseñor,1,08/03/2016 17:06,14-098B-PS-I-114-2012,,11035
343,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Área de servicio,19/06/2014,27/06/2014,Recuperación,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:07,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11035
344,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,21/07/2014,15/08/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:09,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11245
345,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Área de servicio,22/07/2014,15/08/2014,Recuperación,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:10,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11245
346,Aceites lubricantes usados,RPM/01,15,Kg,Toxico Inflamable ,Área de servicio,04/09/2014,26/09/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:14,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11586
347,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,10/09/2014,26/09/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:15,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11586
348,Aceites lubricantes usados,RPM/01,10,Kg,Toxico Inflamable ,Área de servicio,18/11/2014,11/12/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:17,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11778
349,Aceites lubricantes usados,RPM/01,15,Kg,Toxico Inflamable ,Área de servicio,06/01/2015,03/02/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:18,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11889
350,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Área de servicio,06/02/2015,26/02/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:20,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11387
351,Sólidos de mantenimiento automotriz,SO2,50,Kg,Toxico ,Área de servicio,09/02/2015,26/02/2015,Recuperación,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:21,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11387
352,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Área de servicio,13/02/2015,26/02/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:22,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11387
353,Aceites lubricantes usados,RPM/01,20,Kg,Toxico Inflamable ,Área de servicio,03/03/2015,13/03/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:23,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,11620
354,Aceites lubricantes usados,RPM/01,180,Kg,Toxico Inflamable ,Área de servicio,17/06/2015,16/07/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:25,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,12136
355,Sólidos de mantenimiento automotriz,SO2,30,Kg,Toxico ,Área de servicio,22/05/2015,16/07/2015,Recuperación,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:26,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,12136
356,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Área de servicio,22/07/2015,11/09/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:28,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,12674
357,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Área de servicio,14/08/2015,11/09/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:30,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,12674
